uniq_id,brand_name,category,product_title,mrp,price,rating,rating_count,source_snapshot,,,,
42093,NYX Professional Makeup,NYX Professional Makeup Products,"NYX Professional Makeup Conceal, Correct, Contour Palette",1325,795,4.2,1120,2022_popular_brands,,,,
41890,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Tinted Brow Mascara,600,360,4.2,1694,2022_popular_brands,,,,
41888,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Micro Brow Pencil,875,875,4.3,1118,2022_popular_brands,,,,
42114,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Wonder Stick,835,835,3.8,1131,2022_popular_brands,,,,
190777,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Honey Dew Me Up,1499,1199,4.2,624,2022_popular_brands,,,,
1482369,NYX Professional Makeup Pro,NYX Professional Makeup Products,NYX Professional Makeup The Marshmellow,1499,899,4.7,129,2022_popular_brands,,,,
42105,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Highlight & Contour Pro Palette Matte Finish (HCPP01),2000,1800,4.5,768,2022_popular_brands,,,,
1134717,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Lip Lingerie Push-up Long-lasting Lipstick,750,450,4.4,140,2022_popular_brands,,,,
583677,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Ultimate Edit Petite Shadow Palette,800,480,4.3,642,2022_popular_brands,,,,
5626038,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Ultimate Queen Shadow Palette 16 Pan,2250,1350,4.5,14,2022_popular_brands,,,,
3502227,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Ultimate Shadow Palette,1999,1199,4.4,50,2022_popular_brands,,,,
822104,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Long Lasting Makeup Setting Spray Radiant Finish,875,875,4.1,263,2022_popular_brands,,,,
5619552,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Matte + Dew Kit,2374,1499,4.3,777,2022_popular_brands,,,,
583689,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Can't Stop Won’t Stop Contour Concealer,800,800,4.3,325,2022_popular_brands,,,,
5360361,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Bestsellers - Makeup Setting Spray Matte & Soft Matte Lip Cream Copenhagen,1525,875,4.2,6643,2022_popular_brands,,,,
1134715,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Can't Stop Won't Stop Full Coverage Foundation,1300,780,4.2,37,2022_popular_brands,,,,
3502229,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Born To Glow Icy Highlighter Duo,1499,899,4.8,10,2022_popular_brands,,,,
5626039,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Ultimate Queen Shadow Palette 40 Pan,5000,3000,4.5,4,2022_popular_brands,,,,
5619555,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Setting Spray & Foundation Kit,2174,1299,4.3,176,2022_popular_brands,,,,
1134713,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Lip Lingerie Push-up Long-lasting Lipstick - Push Up,750,750,4.4,140,2022_popular_brands,,,,
5525816,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Must Haves - Tinted Brow Mascara Espresso & Soft Matte Lip Cream Copenhagen,1349,699,3.7,1187,2022_popular_brands,,,,
1134712,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Lip Lingerie Push-up Long-lasting Lipstick - Desk To Dawn,750,450,4.4,140,2022_popular_brands,,,,
3623331,NYX Professional Makeup Pro,NYX Professional Makeup Products,NYX Professional Makeup La Casa De Papel Highlighter - Rose G,1999,1999,4.6,24,2022_popular_brands,,,,
1134716,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Can't Stop Won't Stop Contour Concealer,800,800,4.6,14,2022_popular_brands,,,,
1134707,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Diamonds & Ice - Please Setting Spray Kit,1999,1999,3.7,12,2022_popular_brands,,,,
826966,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Spray & Slay Combo - 3,2600,1725,4.4,180,2022_popular_brands,,,,
3623332,NYX Professional Makeup Pro,NYX Professional Makeup Products,NYX Professional Makeup La Casa De Papel 9 Pan Eyeshadow Palette(8.1gm),1999,1999,4.5,13,2022_popular_brands,,,,
961325,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Proud Artistry For All Combo - 5,2600,2600,4.4,5537,2022_popular_brands,,,,
583681,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Powder Puff Lippie Cream,650,650,4.7,18,2022_popular_brands,,,,
961326,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Proud Artistry For All Combo - 6,2875,2875,4.4,6276,2022_popular_brands,,,,
961335,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Proud Artistry For All Combo - 9,2374,2374,4.3,6132,2022_popular_brands,,,,
961341,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Proud Artistry For All Combo - 12,1700,1700,4.3,5952,2022_popular_brands,,,,
42085,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Pore Filler,1450,1450,4.1,446,2022_popular_brands,,,,
5619556,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Matte Setting Spray + Pore Filler Foundation,2325,1450,4.2,598,2022_popular_brands,,,,
822082,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Lip Lingerie Push-Up Long-Lasting Lipstick - Seduction,750,750,4.4,140,2022_popular_brands,,,,
41880,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Liquid Suede Cream Lipstick,850,850,4,1191,2022_popular_brands,,,,
173611,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Lip Lingerie Liquid Lipstick,650,650,4.2,3027,2022_popular_brands,,,,
173656,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Suede Matte Lip Liner,450,450,4,572,2022_popular_brands,,,,
190741,NYX Professional Makeup,NYX Professional Makeup Products,NYX Professional Makeup Ultimate Multi-Finish Shadow Palette,1725,1725,4.1,95,2022_popular_brands,,,,
7577,Colorbar,Colorbar,Colorbar Perfect Match Primer,875,613,4.4,12422,2022_popular_brands,,,,
4942,Colorbar,Colorbar,Colorbar Waterproof Liquid Eyeliner,425,298,4.3,7409,2022_popular_brands,,,,
814896,Colorbar,Colorbar,Colorbar Flawless Finish Primer,499,349,4.5,7041,2022_popular_brands,,,,
7849,Colorbar,Colorbar,Colorbar Nail Polish Remover,145,102,4.6,20415,2022_popular_brands,,,,
880851,Colorbar,Colorbar,Colorbar Intensely Rich Kajal,170,119,4.3,6310,2022_popular_brands,,,,
26114,Colorbar,Colorbar,Colorbar Kiss Proof Lip Stain,950,665,4.2,4845,2022_popular_brands,,,,
9849,Colorbar,Colorbar,Colorbar Spotlight Illuminating Lotion,950,665,4.2,2146,2022_popular_brands,,,,
372996,Colorbar,Colorbar,Colorbar Blend-itudeBeauty Sponge - Spicy Pink 002,199,139,4.5,4175,2022_popular_brands,,,,
6060,Colorbar,Colorbar,Colorbar Zoom & Whoosh Mascara Black Sin 001,650,455,4.4,1278,2022_popular_brands,,,,
16480,Colorbar,Colorbar,Colorbar Just Smoky Eye Pencil,695,487,4.3,3847,2022_popular_brands,,,,
239500,Colorbar,Colorbar,Colorbar Sindoor,145,102,4.5,11772,2022_popular_brands,,,,
5459124,Colorbar,Colorbar,Colorbar Vegan Nail Lacquer,185,157,4.5,1397,2022_popular_brands,,,,
2145,Colorbar,Colorbar,Colorbar Velvet Matte Lipstick,349,244,4.1,12929,2022_popular_brands,,,,
467397,Colorbar,Colorbar,Colorbar Sinful Matte Lipcolor,1200,840,4.4,3368,2022_popular_brands,,,,
453875,Colorbar,Colorbar,Colorbar On The Go Makeup Remover Wipes,95,67,4.4,5172,2022_popular_brands,,,,
87308,Colorbar,Colorbar,Colorbar All-Matte Eyeliner,700,490,4.4,3070,2022_popular_brands,,,,
4941,Colorbar,Colorbar,Colorbar Perfect Match Compact,795,557,4.4,1414,2022_popular_brands,,,,
409460,Colorbar,Colorbar,Colorbar Matte Me As I Am Lipcolor,850,595,4.4,2994,2022_popular_brands,,,,
5841013,Colorbar,Colorbar,Colorbar Powerkiss Vegan Matte Lipcolor,499,424,4.2,708,2022_popular_brands,,,,
255099,Colorbar,Colorbar,Colorbar On The Go Makeup Remover Wipes,250,175,4.5,2022,2022_popular_brands,,,,
11860,Colorbar,Colorbar,Colorbar Cheekillusion Blush,675,473,4.4,2736,2022_popular_brands,,,,
138502,Colorbar,Colorbar,Colorbar Amino Skin Radiant Foundation,1200,840,4.3,990,2022_popular_brands,,,,
5396395,Colorbar,Colorbar,Colorbar Waterproof Liquid Eyeliner & Intensely Rich Kajal Combo,595,369,4.3,13757,2022_popular_brands,,,,
294797,Colorbar,Colorbar,Colorbar Nail Polish Remover (Pack Of 2),290,203,4.8,111,2022_popular_brands,,,,
7466,Colorbar,Colorbar,Colorbar Perfect Match BB Cream,650,455,4.1,1238,2022_popular_brands,,,,
1797,Colorbar,Colorbar,Colorbar Lash Illusion Mascara Lengthening Lash & Volumising Mascara,495,347,4.2,1751,2022_popular_brands,,,,
519696,Colorbar,Colorbar,Colorbar All-Rounder Pencil,450,315,4.3,1134,2022_popular_brands,,,,
1876,Colorbar,Colorbar,Colorbar Radiant White UV Fairness Compact Powder,300,210,4.1,2600,2022_popular_brands,,,,
11836,Colorbar,Colorbar,Colorbar Ultimate Eye Liner,650,455,4.1,2738,2022_popular_brands,,,,
3817030,Colorbar,Colorbar,Colorbar Creme Me As I Am,650,520,4.2,331,2022_popular_brands,,,,
11807,Colorbar,Colorbar,Colorbar Full Cover Makeup Stick,699,489,4.2,1462,2022_popular_brands,,,,
557807,Colorbar,Colorbar,Colorbar On The Go Nail Lacquer Remover Wipes - Rainbow Bouquet,135,95,4.5,1239,2022_popular_brands,,,,
855658,Colorbar,Colorbar,Colorbar 24Hrs Weightless Liquid Foundation,995,697,4.4,671,2022_popular_brands,,,,
5041356,Colorbar,Colorbar,Colorbar Intensely Rich Kajal-duo - Dreamy Black - 001,340,238,4.4,200,2022_popular_brands,,,,
372995,Colorbar,Colorbar,Colorbar Blend-itude Makeup Sponge - HoT Black 001,199,139,4.5,2262,2022_popular_brands,,,,
175790,Colorbar,Colorbar,Colorbar Over The Top Powder Puff,150,105,4.3,724,2022_popular_brands,,,,
373002,Colorbar,Colorbar,Colorbar Flawless Full Cover Concealer,750,525,4.3,373,2022_popular_brands,,,,
376959,Colorbar,Colorbar,Colorbar I-Glide Eye Pencil,595,417,4.4,2565,2022_popular_brands,,,,
11930,Colorbar,Colorbar,Colorbar Matte Touch Lipstick,599,419,4.1,1439,2022_popular_brands,,,,
469583,Colorbar,Colorbar,Colorbar Cellular Dry Oil Moisture Boosting Treatment,1200,840,4.5,489,2022_popular_brands,,,,
2784984,Colorbar,Colorbar,Colorbar X Jacqueline Sinful Matte Lipcolor,1299,909,4.3,149,2022_popular_brands,,,,
9853,Colorbar,Colorbar,Colorbar Stay The Day Finishing Mist,850,595,4.4,988,2022_popular_brands,,,,
87339,Colorbar,Colorbar,Colorbar Infinite 24Hrs Eyeliner,700,490,4.3,548,2022_popular_brands,,,,
27839,Colorbar,Colorbar,Colorbar Stunning Brow Pencil - Chestnut 001,695,487,4.4,408,2022_popular_brands,,,,
138501,Colorbar,Colorbar,Colorbar Lip Prime & Care,700,490,4.4,539,2022_popular_brands,,,,
1220217,Colorbar,Colorbar,Colorbar Sexy Kiss Proof Gel Lipcolor,850,595,4.2,127,2022_popular_brands,,,,
76415,Colorbar,Colorbar,Colorbar MesmerEyes Kajal,299,209,4.3,2013,2022_popular_brands,,,,
5575819,Colorbar,Colorbar,Colorbar Face Combo,1045,648,4.4,7330,2022_popular_brands,,,,
684758,Colorbar,Colorbar,Colorbar Perfect Selfie Primer Oil,850,595,4.4,220,2022_popular_brands,,,,
986164,Colorbar,Colorbar,Colorbar Matte Me As I Am Mini Lipcolor,399,279,4.3,944,2022_popular_brands,,,,
1220170,Colorbar,Colorbar,Colorbar Face The Sun Broad Spectrum Daily Face Protector SPF50+PA++++ UVA/UVB,495,347,4.2,144,2022_popular_brands,,,,
216617,Colorbar,Colorbar,Colorbar Aquafeel Pro Foundation,550,385,4.1,704,2022_popular_brands,,,,
1220216,Colorbar,Colorbar,Colorbar Bewitching Eyeshadow Palette,795,557,4.5,128,2022_popular_brands,,,,
175787,Colorbar,Colorbar,Colorbar Ultimate Nail Enamel Remover - Dark Chocolate,250,175,4.5,871,2022_popular_brands,,,,
27847,Colorbar,Colorbar,Colorbar Skin Care Intense Whitening Hydra White Anti-spot Serum,890,623,4.3,423,2022_popular_brands,,,,
6546477,Colorbar,Colorbar,Colorbar Rich Kajal + Eyeliner + Mascara Combo,1245,772,4.3,15007,2022_popular_brands,,,,
716394,Colorbar,Colorbar,Colorbar Starry Flip Lipcolor,1200,840,4.4,191,2022_popular_brands,,,,
557806,Colorbar,Colorbar,Colorbar On The Go Nail Lacquer Remover Wipes - Sunshine Rose,135,95,4.6,500,2022_popular_brands,,,,
6546475,Colorbar,Colorbar,Colorbar Flawless Primer + Waterproof Liquid Eyeliner Combo,924,573,4.4,14461,2022_popular_brands,,,,
684750,Colorbar,Colorbar,Colorbar Kissproof Lipstick,1200,660,4.1,686,2022_popular_brands,,,,
11853,Colorbar,Colorbar,Colorbar Definer Lip Liner,675,473,4.4,492,2022_popular_brands,,,,
564944,Colorbar,Colorbar,Colorbar Moon Lava Eyeshadow,850,595,4.3,224,2022_popular_brands,,,,
5459122,Colorbar,Colorbar,Colorbar Ultimate Cutie Nail Enamel Remover - Classic Red,175,149,4.3,35,2022_popular_brands,,,,
5459125,Colorbar,Colorbar,Colorbar Be Who You Want To Be Makeup Kit,2500,1375,4.6,22,2022_popular_brands,,,,
175778,Colorbar,Colorbar,Colorbar Flawless Touch Contour And Highlighter - Neutral,850,595,4.2,429,2022_popular_brands,,,,
6546498,Colorbar,Colorbar,Colorbar Liquid Eyeliner + Intensly Rich Kajal Combo,595,369,4.3,13728,2022_popular_brands,,,,
4210,Colorbar,Colorbar,Colorbar Make Your Point Duo Cosmetic Pencil Sharpener,225,158,4.5,264,2022_popular_brands,,,,
4233228,Colorbar,Colorbar,Colorbar Vita Hemp + Vitamin C Restoring and Balancing Moisturiser,695,556,4.6,56,2022_popular_brands,,,,
646156,Colorbar,Colorbar,Colorbar Browful Shaping and Defining Kit,950,665,3.9,124,2022_popular_brands,,,,
4215,Colorbar,Colorbar,Colorbar Picture Perfect Foundation Brush,475,333,4.2,404,2022_popular_brands,,,,
4933,Colorbar,Colorbar,Colorbar Metallics Body Shimmer-Miss Reflective,550,385,4.2,328,2022_popular_brands,,,,
856561,Colorbar,Colorbar,Colorbar Water Bomb Magic Water Primer,850,595,4.5,31,2022_popular_brands,,,,
856560,Colorbar,Colorbar,Colorbar Water Bomb Magic Water Creme,850,595,4.2,114,2022_popular_brands,,,,
986182,Colorbar,Colorbar,Colorbar Stunning Mini Brow Pencil - Chestnut,299,209,4.2,142,2022_popular_brands,,,,
188884,Colorbar,Colorbar,Colorbar C7 Argan Oil,800,560,4.4,487,2022_popular_brands,,,,
469581,Colorbar,Colorbar,Colorbar Timeless Lift Miracle Lifting Serum,1200,840,4.4,83,2022_popular_brands,,,,
3799703,Colorbar,Colorbar,Colorbar Volumising Combo,1195,741,4.2,1853,2022_popular_brands,,,,
4214,Colorbar,Colorbar,Colorbar Keep Blushing Blush Brush,475,333,4.4,409,2022_popular_brands,,,,
16065,Colorbar,Colorbar,Colorbar Ready To Wink Perfect Eye Makeup Kit,550,385,4.3,972,2022_popular_brands,,,,
6546493,Colorbar,Colorbar,Colorbar Velvet Matte Lipstick - Bare + 59 Peach Crush Combo,689,427,4.4,201,2022_popular_brands,,,,
6546511,Colorbar,Colorbar,Colorbar Vegan Nail Lacquer - Kilowatt + Silver Ring + Goddess Combo,525,357,5,1,2022_popular_brands,,,,
4220,Colorbar,Colorbar,Colorbar Fabulips Lip Brush,250,175,4.3,272,2022_popular_brands,,,,
469582,Colorbar,Colorbar,Colorbar Timeless Lift Miracle Night Restoring Creme,1350,945,4.5,64,2022_popular_brands,,,,
469579,Colorbar,Colorbar,Colorbar Timeless Lift Miracle Lifting Day Creme SPF 15,1350,945,4.6,30,2022_popular_brands,,,,
409307,Colorbar,Colorbar,Colorbar Xpert Micellar Bi Phase Makeup Remover,399,279,4.3,138,2022_popular_brands,,,,
986183,Colorbar,Colorbar,Colorbar Blue Light Defense Everyday Facial Cleanser,450,315,4.6,125,2022_popular_brands,,,,
5575832,Colorbar,Colorbar,Colorbar Cheekillusion Combo,770,477,4.4,5185,2022_popular_brands,,,,
3505184,Colorbar,Colorbar,Colorbar Cosmic Trousseau Box - Fuschia,2399,1679,4.4,5,2022_popular_brands,,,,
690633,Colorbar,Colorbar,Colorbar Fruit Drop Hand Cream (Pack of 3),825,550,4.2,182,2022_popular_brands,,,,
16064,Colorbar,Colorbar,Colorbar Peppy Duo Foundation Sponges (2 Piece),150,105,4.2,693,2022_popular_brands,,,,
4203,Colorbar,Colorbar,Colorbar Wow Brows Flat Tip Tweezer,225,158,4.6,316,2022_popular_brands,,,,
5575831,Colorbar,Colorbar,Colorbar Perfect Day Look Combo,845,524,4.3,6325,2022_popular_brands,,,,
2778907,Colorbar,Colorbar,Colorbar Vanity Lips & Lashes (vanity) - Black,1499,1049,4.9,25,2022_popular_brands,,,,
2778915,Colorbar,Colorbar,Colorbar Pouch The Classic Crossbody - Tan,2499,1749,4.8,12,2022_popular_brands,,,,
4216,Colorbar,Colorbar,Colorbar First Impressions Powder Brush,475,333,4.4,208,2022_popular_brands,,,,
4221,Colorbar,Colorbar,Colorbar Emphaseyes Eye Blending Brush,250,175,4.3,774,2022_popular_brands,,,,
6546488,Colorbar,Colorbar,Colorbar Matte Me As I Am Lipcolor - Sabotage + Devilry Combo,1700,1054,4.4,24,2022_popular_brands,,,,
4219,Colorbar,Colorbar,Colorbar Smokin` Eyes Smudger Brush,250,175,4.4,288,2022_popular_brands,,,,
646154,Colorbar,Colorbar,Colorbar Floral Breeze Fruit Drop Hand Cream,275,193,4.4,286,2022_popular_brands,,,,
5575835,Colorbar,Colorbar,Colorbar Date Night Combo,1120,694,4.3,6480,2022_popular_brands,,,,
2784985,Colorbar,Colorbar,Colorbar X Jacqueline Glow With Love Highlighter,2500,1750,4,15,2022_popular_brands,,,,
6546482,Colorbar,Colorbar,Colorbar Matte Eyeliner - Matte Black + Smoky Eye Kajal- Just Black Combo,1395,865,4.3,141,2022_popular_brands,,,,
5575828,Colorbar,Colorbar,Colorbar Sleek Cheek Combo,874,542,4.5,2274,2022_popular_brands,,,,
986186,Colorbar,Colorbar,Colorbar Blue Light Defense Skin Shield Serum Oil,550,385,4.4,136,2022_popular_brands,,,,
986184,Colorbar,Colorbar,Colorbar Blue Light Defense Resurfacing Instant Scrub Facial,550,385,4.4,83,2022_popular_brands,,,,
2784967,Colorbar,Colorbar,Colorbar X Jacqueline Active Swimproof Mascara - Dive In - 001,895,627,4.3,40,2022_popular_brands,,,,
4708097,Colorbar,Colorbar,Colorbar Miracle Glow Moisturiser,2500,1875,4.6,10,2022_popular_brands,,,,
779599,Colorbar,Colorbar,Colorbar My Go-To Partner Cleanser,750,525,4.5,76,2022_popular_brands,,,,
37927,Colorbar,Colorbar,Colorbar Pro Tip Sharpener,175,123,4.3,121,2022_popular_brands,,,,
27845,Colorbar,Colorbar,Colorbar Skin Care Hydra White Day Lotion SPF 15,990,693,4.2,87,2022_popular_brands,,,,
3505178,Colorbar,Colorbar,Colorbar Mesh White Pouch - Small,299,209,4.5,8,2022_popular_brands,,,,
4233229,Colorbar,Colorbar,Colorbar Vita Hemp + Vitamin C Restoring and Balancing Night Oil,695,556,3.9,28,2022_popular_brands,,,,
2778908,Colorbar,Colorbar,Colorbar Pouch Lips & Lashes Box Pouch(set Of 2) - Black,1999,1399,4.2,8,2022_popular_brands,,,,
2784983,Colorbar,Colorbar,Colorbar X Jacqueline Wink With Love 14hrs Stay Eyeliner,795,557,4.8,132,2022_popular_brands,,,,
11899,Colorbar,Colorbar,Colorbar Shimmer Bar,2000,1400,4.2,40,2022_popular_brands,,,,
4217,Colorbar,Colorbar,Colorbar Eyelluring Eyeshadow Brush,250,175,4.3,274,2022_popular_brands,,,,
986185,Colorbar,Colorbar,Colorbar Blue Light Defense Clear Solution Coffee Masque,450,315,4.5,68,2022_popular_brands,,,,
37941,Colorbar,Colorbar,Colorbar Hydra White Intense Whitening Night Cream,1090,763,3.9,23,2022_popular_brands,,,,
3505186,Colorbar,Colorbar,Colorbar Cosmic Trousseau Box - Gold,2399,1679,2.8,5,2022_popular_brands,,,,
9851,Colorbar,Colorbar,Colorbar Visibly Better Moisturizing Cream,850,595,4.2,52,2022_popular_brands,,,,
5575836,Colorbar,Colorbar,Colorbar Sinful Combo,1295,803,4.4,5175,2022_popular_brands,,,,
37939,Colorbar,Colorbar,Colorbar Hydra White Intense Whitening Hydrating Toner,890,623,3.9,53,2022_popular_brands,,,,
6546503,Colorbar,Colorbar,Colorbar Vegan Nail Lacquer - Goddess + Scarlett Sensation+ Nail Enamel Remover - Classic Red Combo,535,391,4.3,35,2022_popular_brands,,,,
9852,Colorbar,Colorbar,Colorbar Fresh Start Water Cleanser,750,525,4.3,68,2022_popular_brands,,,,
910548,Colorbar,Colorbar,Colorbar Neroli Nights Body Wash & Shower Gel,345,242,4.2,41,2022_popular_brands,,,,
6445030,Colorbar,Colorbar,Colorbar Powerkiss Lip & Kajal Combo,669,468,4.3,6317,2022_popular_brands,,,,
9850,Colorbar,Colorbar,Colorbar Visibly Better Moisturizing Lotion,850,595,3.9,80,2022_popular_brands,,,,
6546499,Colorbar,Colorbar,Colorbar Zoom & Woosh Mascara - Black Sin + Just Smoky Eye Kajal Combo,1345,807,4.4,1377,2022_popular_brands,,,,
5072666,Colorbar,Colorbar,Colorbar Sheer Glass Lip Gloss - My Valentine (red),499,349,4.9,7,2022_popular_brands,,,,
37945,Colorbar,Colorbar,Colorbar Hydra White Foam Cleanser,790,553,3.4,21,2022_popular_brands,,,,
6546491,Colorbar,Colorbar,Colorbar Velvet Matte Lipstick - Hot Hot Hot + Deep Fantasy Combo,698,433,4.3,224,2022_popular_brands,,,,
6546495,Colorbar,Colorbar,Colorbar Velvet Matte Lipstick - Deep Fantasy + Intensly Rich Kajal Combo,519,322,4.3,6376,2022_popular_brands,,,,
646155,Colorbar,Colorbar,Colorbar Timeless Lift Miracle Cleanser,990,693,4.4,16,2022_popular_brands,,,,
27844,Colorbar,Colorbar,Colorbar Skin Care Hydra White Day Creme SPF 15,990,693,4.4,139,2022_popular_brands,,,,
6445029,Colorbar,Colorbar,Colorbar Kiss Proof Lip & Eye Combo,1120,784,4.3,6477,2022_popular_brands,,,,
6445031,Colorbar,Colorbar,Colorbar Powerkiss Lip & Eyeliner Combo,924,647,4.3,7416,2022_popular_brands,,,,
449786,Colorbar,Colorbar,Colorbar Nail Lacquer - Elegant Greys,199,139,4.5,690,2022_popular_brands,,,,
3979506,Colorbar,Colorbar,Colorbar Kosher Jade Facial Roller,1750,1225,3,2,2022_popular_brands,,,,
6546487,Colorbar,Colorbar,Colorbar Illuminating Lotion + Waterproof Liquid Eyeliner Combo,1375,853,4.3,9561,2022_popular_brands,,,,
646152,Colorbar,Colorbar,Colorbar Toast to Tahiti Fruit Drop Hand Cream,275,193,4.3,50,2022_popular_brands,,,,
856562,Colorbar,Colorbar,Colorbar Water Bomb Thirst Quenching Masque,950,665,4.3,13,2022_popular_brands,,,,
6546490,Colorbar,Colorbar,Colorbar Velvet Matte Lipstick - Hot Hot Hot + 58 BARE Combo,689,427,4.3,294,2022_popular_brands,,,,
6546486,Colorbar,Colorbar,Colorbar Lip Primer + Sinful Matte Lipcolor - Envious Combo,1900,1178,4.4,547,2022_popular_brands,,,,
3505195,Colorbar,Colorbar,Colorbar Cosmic Pouch - Aqua Aura,799,559,3.7,3,2022_popular_brands,,,,
449794,Colorbar,Colorbar,Colorbar Nail Lacquer - Gorgeous Golds,199,139,4.3,498,2022_popular_brands,,,,
6546494,Colorbar,Colorbar,Colorbar Rich Kajal + Matte Me As I Am Lipcolor - 002 Sabotage Combo,1020,632,4.3,6317,2022_popular_brands,,,,
6546476,Colorbar,Colorbar,Colorbar Rich Kajal + Mascara Combo,820,508,4.3,7590,2022_popular_brands,,,,
6546497,Colorbar,Colorbar,Colorbar Flawless Primer + Kiss Proof Lip Stain - Hollywood - 001 Combo,1449,898,4.5,7091,2022_popular_brands,,,,
6546496,Colorbar,Colorbar,Colorbar Kiss Proof Lip Stain - Blush Crush + Flawless Finish Primer Combo,1449,898,4.5,7056,2022_popular_brands,,,,
1220215,Colorbar,Colorbar,Colorbar 24hrs Wear Weightless Powder Foundation,995,697,4.2,133,2022_popular_brands,,,,
6546485,Colorbar,Colorbar,Colorbar Illuminating Lotion + Smoky Eyes Kajal - Just Black Combo,1645,1020,4.2,2246,2022_popular_brands,,,,
6546484,Colorbar,Colorbar,Colorbar Perfect Match Primer + Kiss Proof Lip Stain - Haute Latte Combo,1825,1132,4.4,12594,2022_popular_brands,,,,
6546483,Colorbar,Colorbar,Colorbar Smoky Eye Kajal- Just Black + Kiss Proof Lip Stain - Haute Latte Combo,1645,1020,4.5,263,2022_popular_brands,,,,
646153,Colorbar,Colorbar,Colorbar Neroli Nights Fruit Drop Hand Cream,275,193,4.4,51,2022_popular_brands,,,,
6546481,Colorbar,Colorbar,Colorbar Mesmereyes Kajal + Mascara - Black Sin Combo,949,569,4.3,3291,2022_popular_brands,,,,
2778909,Colorbar,Colorbar,Colorbar Pouch Lips & Lashes Flat Pouches(set Of 2) - White+blush Pink,1499,1049,3,1,2022_popular_brands,,,,
4633370,Colorbar,Colorbar,Colorbar Rose Mist - Strolling In The French Riviera - 001,595,417,5,1,2022_popular_brands,,,,
3505196,Colorbar,Colorbar,Colorbar Cosmic Pouch - Mystic Magenta,799,559,5,3,2022_popular_brands,,,,
6546479,Colorbar,Colorbar,Colorbar Kiss Proof Lip Stain - Haute Latte + Lip Primer Combo,1650,1023,4.4,703,2022_popular_brands,,,,
6546492,Colorbar,Colorbar,Colorbar Velvet Matte Lipstick - Bare + Deep Fantasy Combo,689,427,4.3,199,2022_popular_brands,,,,
855627,Colorbar,Colorbar,Colorbar Brow Me Fiber Mascara,699,489,4,160,2022_popular_brands,,,,
2778913,Colorbar,Colorbar,Colorbar Pouch Safari Small Flat Pouch - Multi,749,524,5,1,2022_popular_brands,,,,
3505197,Colorbar,Colorbar,Colorbar Cosmic Pouch - Purple Hues,799,559,4.8,5,2022_popular_brands,,,,
2784970,Colorbar,Colorbar,Colorbar X Jacqueline Nectar Crush Eyeshadow Palette,2200,1540,3.3,7,2022_popular_brands,,,,
2778912,Colorbar,Colorbar,Colorbar Pouch Safari Big Flat Pouch - Multi,1499,1049,0,0,2022_popular_brands,,,,
4633369,Colorbar,Colorbar,Colorbar Mogra Mist - Scent Of An India Temple - 001,595,417,1.5,2,2022_popular_brands,,,,
6546480,Colorbar,Colorbar,Colorbar Matte Eyeliner & Mesmereyes Kajal Combo,648,402,4.3,2172,2022_popular_brands,,,,
2778917,Colorbar,Colorbar,Colorbar Pouch The Beach Tote - Black,2499,1749,4.3,41,2022_popular_brands,,,,
